Id,ApiGameId,SystemId,Title,Genre,CoverURL,Upc
196,12152,NES,Deja Vu,Action & Adventure,https://www.mobygames.com/images/covers/l/65720-deja-vu-a-nightmare-comes-true-nes-front-cover.jpg,
197,12153,NES,Demon Sword,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/6/68/Demon_Sword_Cover.jpg,
198,12154,NES,Desert Commander,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/f/fa/Desert_Commander.jpg,
199,12155,NES,Destination Earthstar,Other,https://upload.wikimedia.org/wikipedia/en/d/d2/Destination_Earthstar_Cover.jpg,
200,12156,NES,Destiny of an Emperor,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/3/31/Destiny_of_an_Emperor_Cover.jpg,
201,12157,NES,Dick Tracy,Action & Adventure,https://www.mobygames.com/images/covers/l/32221-dick-tracy-nes-front-cover.jpg,
202,8841,NES,Die Hard,Action & Adventure,https://www.mobygames.com/images/covers/l/60371-die-hard-nes-front-cover.jpg,
203,12159,NES,Dig Dug II: Trouble in Paradise,Action & Adventure,https://www.mobygames.com/images/covers/l/18840-dig-dug-ii-trouble-in-paradise-nes-front-cover.jpg,
204,12160,NES,Digger T Rock,Action & Adventure,https://www.mobygames.com/images/covers/l/187076-digger-t-rock-legend-of-the-lost-city-nes-front-cover.png,
205,12161,NES,Dirty Harry,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/7/7a/Dirty_Harry_-_The_War_Against_Drugs_Coverart.png,
206,39508,NES,Dizzy the Adventurer,Puzzle,https://www.mobygames.com/images/covers/l/15240-the-fantastic-adventures-of-dizzy-nes-front-cover.jpg,
207,21555,NES,Dogbone Controller,Controllers,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nintendo-Famicom-NES-Dogbone-Controller-FL.jpg/800px-Nintendo-Famicom-NES-Dogbone-Controller-FL.jpg,
208,11985,NES,Donkey Kong,Action & Adventure,https://www.mobygames.com/images/covers/l/206582-donkey-kong-nes-front-cover.png,
209,12163,NES,Donkey Kong 3,Action & Adventure,https://www.mobygames.com/images/covers/l/246580-donkey-kong-3-nes-front-cover.png,
210,37986,NES,Donkey Kong 3 [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/246580-donkey-kong-3-nes-front-cover.png,
211,12164,NES,Donkey Kong Classics,Action & Adventure,https://www.mobygames.com/images/covers/l/15771-donkey-kong-classics-nes-front-cover.jpg,
212,11986,NES,Donkey Kong Jr,Action & Adventure,https://www.mobygames.com/images/covers/l/16324-donkey-kong-junior-nes-front-cover.jpg,
213,11987,NES,Donkey Kong Jr Math,Other,https://www.mobygames.com/images/covers/l/206578-donkey-kong-jr-math-nes-front-cover.png,
214,37968,NES,Donkey Kong Jr Math [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/206578-donkey-kong-jr-math-nes-front-cover.png,
215,37985,NES,Donkey Kong Jr [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/16324-donkey-kong-junior-nes-front-cover,
216,37984,NES,Donkey Kong [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/206582-donkey-kong-nes-front-cover.png,
217,12167,NES,Double Dare,Action & Adventure,https://www.mobygames.com/images/covers/l/218409-double-dare-nes-front-cover.png,
218,12207,NES,Double Dragon,Action & Adventure,https://www.mobygames.com/images/covers/l/16095-double-dragon-nes-front-cover.jpg,
219,12208,NES,Double Dragon II,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/NES_Double_Dragon_II_packaging_front.jpg/220px-NES_Double_Dragon_II_packaging_front.jpg,
220,12209,NES,Double Dragon III,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/NES_Double_Dragon_III_cover.jpg/255px-NES_Double_Dragon_III_cover.jpg,
222,38023,NES,Double Dribble [5 Screw],Basketball,https://www.mobygames.com/images/covers/l/70319-double-dribble-amiga-front-cover.jpg,
221,11988,NES,Double Dribble,Basketball,https://www.mobygames.com/images/covers/l/70319-double-dribble-amiga-front-cover.jpg,
223,12210,NES,Double Strike,Action & Adventure,https://www.mobygames.com/images/covers/l/16840-double-strike-nes-front-cover.jpg,
224,12211,NES,Dr Chaos,Action & Adventure,https://www.mobygames.com/images/covers/l/202665-dr-chaos-nes-front-cover.jpg,
225,12212,NES,Dr Jekyll and Mr Hyde,Action & Adventure,https://www.mobygames.com/images/covers/l/163637-dr-jekyll-and-mr-hyde-nes-front-cover.jpg,
226,8859,NES,Dr. Mario,Puzzle,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Dr._Mario_box_art.jpg/220px-Dr._Mario_box_art.jpg,
227,8864,NES,Dragon Fighter,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/a/a6/Dragon_Fighter_cover.jpg,
228,12213,NES,Dragon Power,Action & Adventure,https://www.mobygames.com/images/covers/l/153084-dragon-power-nes-front-cover.jpg,
229,12214,NES,Dragon Spirit,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Dragon-spirit.jpg/250px-Dragon-spirit.jpg,
230,12216,NES,Dragon Warrior,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Dragon_Warrior.jpg/220px-Dragon_Warrior.jpg,
231,12215,NES,Dragon Warrior II,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Dragon_Warrior_II.jpg/220px-Dragon_Warrior_II.jpg,
232,8868,NES,Dragon Warrior III,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Dragon_Warrior_III.jpg/220px-Dragon_Warrior_III.jpg,
233,8869,NES,Dragon Warrior IV,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Dragon_Quest_IV_cover.jpg/220px-Dragon_Quest_IV_cover.jpg,
234,12217,NES,Dragon's Lair the Legend,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Dragon%27s_Lair_NES_cover.jpg/220px-Dragon%27s_Lair_NES_cover.jpg,
235,12218,NES,Duck Hunt,Other,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/DuckHuntBox.jpg/220px-DuckHuntBox.jpg,
236,37976,NES,Duck Hunt [5 Screw],Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/DuckHuntBox.jpg/220px-DuckHuntBox.jpg,
237,12219,NES,Duck Tales,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/DuckTales_NES_Cover.png/220px-DuckTales_NES_Cover.png,
238,8878,NES,Duck Tales 2,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Ducktales_2_cover.png/220px-Ducktales_2_cover.png,
239,34156,NES,Duck Tales Gold Cartridge,Action & Adventure,https://4.bp.blogspot.com/-8oUO9GvEKJY/UgkFGDSg_JI/AAAAAAAAHJo/q4C_K2pOhJc/s1600/gold-duck-tales-nes.jpg,
240,12220,NES,Dudes with Attitude,Action & Adventure,https://static.giantbomb.com/uploads/scale_small/9/93770/2361690-nes_dudeswithattitude.jpg,
241,12221,NES,Dungeon Magic,RPG,https://upload.wikimedia.org/wikipedia/en/8/85/Dungeon_Magic_Sword_of_the_Elements.jpg,
242,12222,NES,Dusty Diamond's All-Star Softball,Baseball,http://img2.game-oldies.com/sites/default/files/packshots/nintendo-nes/dusty-diamond-s-all-star-softball-usa.png,
243,8889,NES,Dynowarz The Destruction of Spondylus,Action & Adventure,https://www.mobygames.com/images/covers/l/128205-dynowarz-destruction-of-spondylus-nes-front-cover.jpg,
244,11989,NES,Elevator Action,Puzzle,https://www.mobygames.com/images/covers/l/224482-elevator-action-nes-front-cover.png,
245,38017,NES,Elevator Action [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/224482-elevator-action-nes-front-cover.png,
246,8906,NES,Eliminator Boat Duel,Racing,https://upload.wikimedia.org/wikipedia/en/a/a3/Eliminator_Boat_Duel_cover.jpg,
247,11990,NES,Excitebike,Racing,https://upload.wikimedia.org/wikipedia/en/f/f8/Excitebike_cover.jpg,
248,37977,NES,Excitebike [5 Screw],Racing,https://upload.wikimedia.org/wikipedia/en/f/f8/Excitebike_cover.jpg,
249,12223,NES,Exodus Journey to the Promised Land,RPG,https://www.mobygames.com/images/covers/l/26358-exodus-journey-to-the-promised-land-nes-front-cover.jpg,
250,8928,NES,F-117A Stealth Fighter,Other,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/F-117A_Stealth_Fighter_cover.png/220px-F-117A_Stealth_Fighter_cover.png,
251,19760,NES,F-15 City War,Action & Adventure,https://www.mobygames.com/images/covers/l/17798-f-15-city-war-nes-front-cover.jpg,
252,8929,NES,F-15 Strike Eagle,Action & Adventure,https://www.mobygames.com/images/covers/l/79919-f-15-strike-eagle-nes-front-cover.png,
253,8935,NES,Family Feud,Other,https://server.emulator.games/images/nintendo/family-feud.jpg,
254,45059,NES,Family Fun Fitness Pad,Controllers,http://image.gamevaluenow.com/nes/family_fun_fitness_pad.jpg,
255,12224,NES,Family Fun Fitness Stadium Events,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Stadium_Events_cover.jpg/220px-Stadium_Events_cover.jpg,
256,12225,NES,Fantastic Adventures of Dizzy,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/a/a0/Cover-of-the-fantastic-adventures-of-dizzy.jpg,
257,39521,NES,Fantastic Adventures of Dizzy [Aladdin],Action & Adventure,https://server.emulator.games/images/nintendo/fantastic-adventures-of-dizzy-the.jpg,
258,12226,NES,Fantasy Zone,Action & Adventure,https://static.giantbomb.com/uploads/scale_small/0/3413/214159-fantasy_zone.jpg,
259,8939,NES,Faria,RPG,https://upload.wikimedia.org/wikipedia/en/5/58/Faria_cover.jpg,
260,13717,NES,Faxanadu,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Faxanadu_NES_US_box.jpg/200px-Faxanadu_NES_US_box.jpg,
261,8948,NES,Felix the Cat,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/FelixNESBoxart.JPG/220px-FelixNESBoxart.JPG,
262,8949,NES,Ferrari Grand Prix Challenge,Racing,https://www.mobygames.com/images/covers/l/154784-ferrari-grand-prix-challenge-nes-front-cover.jpg,
263,8950,NES,Fester's Quest,Action & Adventure,https://www.mobygames.com/images/covers/l/163627-fester-s-quest-nes-front-cover.jpg,
264,8970,NES,Final Fantasy,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/FF1_USA_boxart.jpg/220px-FF1_USA_boxart.jpg,
265,8975,NES,Fire 'N Ice,Puzzle,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Fire_%27n_Ice_Cover.jpg/220px-Fire_%27n_Ice_Cover.jpg,
266,12229,NES,Firehawk,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/FirehawkNES.jpg/250px-FirehawkNES.jpg,
267,12230,NES,Fisher Price I Can Remember,Other,https://www.mobygames.com/images/covers/l/175579-fisher-price-i-can-remember-nes-front-cover.jpg,
268,12231,NES,Fisher Price Perfect Fit,Other,https://www.mobygames.com/images/covers/l/175380-fisher-price-perfect-fit-nes-front-cover.jpg,
269,8976,NES,Fisher-Price Firehouse Rescue,Action & Adventure,https://cdn.thegamesdb.net/images/original/boxart/front/2382-1.jpg,
270,12232,NES,Fist of the North Star,Fighting,https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Fist_of_the_North_Star_Coverart.png/220px-Fist_of_the_North_Star_Coverart.png,
271,8981,NES,Flight of the Intruder,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Flight_of_the_Intruder_Cover.jpg/220px-Flight_of_the_Intruder_Cover.jpg,
272,13107,NES,Flintstones Surprise at Dinosaur Peak,Action & Adventure,https://server.emulator.games/images/nintendo/flintstones-2-the-surprise-at-dinosaur-peak-the.jpg,
273,8983,NES,Flintstones The Rescue of Dino and Hoppy,Action & Adventure,https://www.mobygames.com/images/covers/l/64858-the-flintstones-the-rescue-of-dino-hoppy-nes-front-cover.jpg,
274,12234,NES,Flying Dragon,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Flying_Dragon_The_Secret_Scroll_Cover.jpg/250px-Flying_Dragon_The_Secret_Scroll_Cover.jpg,
275,12235,NES,Flying Warriors,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/6/61/FW_NES.PNG,
276,14550,NES,Formula One Built To Win,Racing,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Formula_One_Built_to_Win_Cover.jpg/220px-Formula_One_Built_to_Win_Cover.jpg,
277,12236,NES,Frankenstein the Monster Returns,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Frankenstein_The_Monster_Returns_Cover.jpg/220px-Frankenstein_The_Monster_Returns_Cover.jpg,
278,12237,NES,Freedom Force,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Freedom_Force_Video_Game_Boxcover.jpg/250px-Freedom_Force_Video_Game_Boxcover.jpg,
279,12238,NES,Friday the 13th,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/b/be/Friday_the_13th_NES.png,
280,12239,NES,Fun House,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Fun_House_Cover.jpg/220px-Fun_House_Cover.jpg,
281,12240,NES,G.I. Joe: A Real American Hero,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/G.I._Joe_NES_Cover.jpg/220px-G.I._Joe_NES_Cover.jpg,
282,9034,NES,GI Joe The Atlantis Factor,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/G.I._Joe_The_Atlantis_Factor_Cover.jpg/220px-G.I._Joe_The_Atlantis_Factor_Cover.jpg,
283,32330,NES,Galactic Crusader,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/3/3f/Galactic_Crusader_cover.jpg,
284,11991,NES,Galaga: Demons of Death,Other,https://i.pinimg.com/originals/c3/c8/60/c3c860ab71820d0c4084be8a5e8a87c7.jpg,
285,12242,NES,Galaxy 5000,Action & Adventure,https://www.mobygames.com/images/covers/l/95012-galaxy-5000-nes-front-cover.jpg,
286,52012,NES,Galf,Sports,https://limitedgamenews.com/wp-content/uploads/2018/09/galf-limitedgamenews.com-nintendo-nes-cover-label.jpg,
287,52013,NES,Galf [White],Sports,https://cdn.shopify.com/s/files/1/0912/7444/products/GALF-NES-White.png,
288,13192,NES,Game Genie,Accessories,https://r.mprd.se/fup/up/55576-Game_Genie_(USA)_(Unl)-1496104634.jpg,
289,37040,NES,Game Genie Top Loader Adaptor,Accessories,http://atariage.com/forums/uploads/post-7533-1169575068.jpg,
290,9012,NES,Gargoyle's Quest II The Demon Darkness,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Gargoylesquest2.jpg/220px-Gargoylesquest2.jpg,
291,12243,NES,Gauntlet,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Gauntlet-NES-1989.jpg/220px-Gauntlet-NES-1989.jpg,
292,9013,NES,Gauntlet II,Action & Adventure,https://www.mobygames.com/images/covers/l/16037-gauntlet-ii-nes-front-cover.jpg,
293,39511,NES,Gauntlet [Gray Cart],Action & Adventure,https://i.ebayimg.com/images/g/FiYAAOSwFZtbQUmb/s-l300.jpg,
294,9018,NES,Gemfire,Strategy,https://www.mobygames.com/images/covers/l/54369-gemfire-nes-front-cover.jpg,
295,12244,NES,Genghis Khan,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Genghis_Khan_Cover.jpg/220px-Genghis_Khan_Cover.jpg,
296,9025,NES,George Foreman's KO Boxing,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/George_Foreman%27s_KO_Boxing_Cover.jpg/220px-George_Foreman%27s_KO_Boxing_Cover.jpg,
297,9029,NES,Ghost Lion,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Ghost_Lion_Coverart.png/220px-Ghost_Lion_Coverart.png,
298,12245,NES,Ghostbusters,Action & Adventure,https://www.mobygames.com/images/covers/l/33098-ghostbusters-nes-front-cover.jpg,
299,9032,NES,Ghostbusters II,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Ghostbusters2nes.jpg/220px-Ghostbusters2nes.jpg,
300,11992,NES,Ghosts 'n Goblins,Action & Adventure,https://www.mobygames.com/images/covers/l/43175-ghosts-n-goblins-nes-front-cover.jpg,
301,37998,NES,Ghosts 'n Goblins [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/43175-ghosts-n-goblins-nes-front-cover.jpg,
302,9033,NES,Ghoul School,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Ghoul_School_Cover.jpg/220px-Ghoul_School_Cover.jpg,
303,12247,NES,Gilligan's Island,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/GilligansIslandNESBoxArt.jpg/220px-GilligansIslandNESBoxArt.jpg,
304,12248,NES,Goal,Soccer,https://i0.wp.com/www.nintendology.com/wp-content/uploads/2018/08/goal-NES-box-art.jpg,
305,9039,NES,Goal Two,Soccer,https://upload.wikimedia.org/wikipedia/en/1/14/Goal%21_Two_%28video_game_box_art%29.jpg,
306,12249,NES,Godzilla,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Godzilla_-_Monster_of_Monsters_%28video_game_box_art%29.jpg/220px-Godzilla_-_Monster_of_Monsters_%28video_game_box_art%29.jpg,
307,9042,NES,Godzilla 2,Strategy,https://vignette.wikia.nocookie.net/godzilla/images/6/66/Godzilla2WotM.jpg/revision/latest?cb=20120513164126,
308,9045,NES,Gold Medal Challenge '92,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Capcom%27s_Gold_Medal_Challenge_%2792_Cover.jpg/220px-Capcom%27s_Gold_Medal_Challenge_%2792_Cover.jpg,
309,9050,NES,Golf,Sports,https://i.pinimg.com/736x/14/d3/41/14d341315f65f6f028f027a815820c45.jpg,
310,9051,NES,Golf Grand Slam,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Golf_Grand_Slam.jpg/220px-Golf_Grand_Slam.jpg,
311,37969,NES,Golf [5 Screw],Sports,https://i.pinimg.com/736x/14/d3/41/14d341315f65f6f028f027a815820c45.jpg,
312,12250,NES,Golgo 13 Top Secret Episode,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Golgo_13_Top_Secret_Episode_%28cover_art%29.jpg/220px-Golgo_13_Top_Secret_Episode_%28cover_art%29.jpg,
313,12251,NES,Gotcha,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Gotcha_box.JPG/220px-Gotcha_box.JPG,
314,39516,NES,Gotcha [5 Screw],Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Gotcha_box.JPG/220px-Gotcha_box.JPG,
315,11993,NES,Gradius,Other,https://www.mobygames.com/images/covers/l/14540-gradius-nes-front-cover.jpg,
316,37999,NES,Gradius [5 Screw],Other,https://www.mobygames.com/images/covers/l/14540-gradius-nes-front-cover.jpg,
317,9063,NES,Great Waldo Search,Puzzle,https://server.emulator.games/images/nintendo/great-waldo-search-the.jpg,
318,9068,NES,Greg Norman's Golf Power,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/GregNormansGolfPowerBoxShotNES.jpg/220px-GregNormansGolfPowerBoxShotNES.jpg,
319,12252,NES,Gremlins 2,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Gremlins2nes.PNG/250px-Gremlins2nes.PNG,
320,12253,NES,Guerrilla War,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Guerrilla_War_Cover.png/252px-Guerrilla_War_Cover.png,
321,12254,NES,Gumshoe,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Gumshoebox.jpg/220px-Gumshoebox.jpg,
322,37990,NES,Gumshoe [5 Screw],Other,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Gumshoebox.jpg/220px-Gumshoebox.jpg,
323,12255,NES,Gun-Nac,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/d/d6/Gun_Nac_Cover.jpg,
324,12256,NES,Gun.Smoke,Action & Adventure,https://www.mobygames.com/images/covers/l/253224-gun-smoke-nes-front-cover.png,
325,12257,NES,Gyromite,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/3/36/Gyromite_front.jpg,
326,37970,NES,Gyromite [5 Screw],Other,https://upload.wikimedia.org/wikipedia/en/3/36/Gyromite_front.jpg,
327,37958,NES,Gyromite [ROB Bundle],Action & Adventure,http://www.mobygames.com/images/covers/l/75247-gyromite-nes-front-cover.jpg,
328,12258,NES,Gyruss,Action & Adventure,https://www.mobygames.com/images/covers/l/16161-gyruss-nes-front-cover.jpg,
329,12259,NES,Harlem Globetrotters,Basketball,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Harlem_Globetrotters_cover.jpg/220px-Harlem_Globetrotters_cover.jpg,
330,9097,NES,Hatris,Puzzle,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Hatris_cover.png/220px-Hatris_cover.png,
331,12260,NES,Heavy Barrel,Action & Adventure,https://www.mobygames.com/images/covers/l/191291-heavy-barrel-nes-front-cover.jpg,
332,12261,NES,Heavy Shreddin',Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Heavy_shreddin_cover_NES.jpg/250px-Heavy_shreddin_cover_NES.jpg,
333,9109,NES,High Speed,Arcade,https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/High_Speed_box_art.jpg/220px-High_Speed_box_art.jpg,
334,12262,NES,Hogan's Alley,Other,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Hogan%27s_Alley_Cover.jpg/250px-Hogan%27s_Alley_Cover.jpg,
335,37971,NES,Hogan's Alley [5 Screw],Other,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Hogan%27s_Alley_Cover.jpg/250px-Hogan%27s_Alley_Cover.jpg,
336,9115,NES,Hollywood Squares,Other,https://www.mobygames.com/images/covers/l/73125-hollywood-squares-nes-front-cover.jpg,
337,9117,NES,Home Alone,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/HomeAlone1game.jpg/220px-HomeAlone1game.jpg,
338,9119,NES,Home Alone 2 Lost In New York,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/HomeAlone2LINY.jpg/220px-HomeAlone2LINY.jpg,
339,9121,NES,Hook,Action & Adventure,https://i.ebayimg.com/images/g/UoUAAOSwvytcD5jn/s-l300.jpg,
340,12263,NES,Hoops,Basketball,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Hoops_Cover.jpg/220px-Hoops_Cover.jpg,
341,14931,NES,Hot Slots,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/HotSlotsBoxShotNES.jpg/220px-HotSlotsBoxShotNES.jpg,
342,9132,NES,Hudson Hawk,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Hudson_Hawk_-_cover_art_%28NES%29.jpg/220px-Hudson_Hawk_-_cover_art_%28NES%29.jpg,
343,9133,NES,Hunt for Red October,Action & Adventure,https://www.mobygames.com/images/covers/l/175020-the-hunt-for-red-october-nes-front-cover.jpg,
344,12264,NES,Hydlide,Action & Adventure,https://www.mobygames.com/images/covers/l/175300-hydlide-nes-front-cover.jpg,
345,11994,NES,Ice Climber,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/IceClimberboxartnes.jpg/220px-IceClimberboxartnes.jpg,
346,37972,NES,Ice Climber [5 Screw],Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/IceClimberboxartnes.jpg/220px-IceClimberboxartnes.jpg,
347,11995,NES,Ice Hockey,Sports,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Icehockeyvideogame.jpg/220px-Icehockeyvideogame.jpg,
348,12265,NES,Ikari Warriors,Action & Adventure,https://www.mobygames.com/images/covers/l/93961-ikari-warriors-nes-front-cover.jpg,
349,12266,NES,Ikari Warriors II,Action & Adventure,https://www.mobygames.com/images/covers/l/370579-ikari-warriors-ii-victory-road-nes-front-cover.jpg,
350,12267,NES,Ikari Warriors III,Action & Adventure,https://static.giantbomb.com/uploads/scale_medium/9/93770/2361851-nes_ikariwarriors3.jpg,
351,38008,NES,Ikari Warriors [5 Screw],Action & Adventure,https://www.mobygames.com/images/covers/l/93961-ikari-warriors-nes-front-cover.jpg,
352,12268,NES,Image Fight,Fighting,https://i.pinimg.com/originals/35/0b/d8/350bd8b570f35b1720d45a6f08ff6e3a.jpg,
353,9138,NES,Immortal,RPG,https://www.mobygames.com/images/covers/l/395031-the-immortal-nes-front-cover.jpg,
354,12269,NES,Impossible Mission II,Action & Adventure,https://server.emulator.games/images/nintendo/impossible-mission-2.jpg,
355,44966,NES,Impossible Mission II [AVE],Action & Adventure,https://gamefaqs.akamaized.net/box/2/5/5/49255_front.jpg,
356,39510,NES,Impossible Mission II [SEI],Action & Adventure,https://gamefaqs.akamaized.net/box/2/5/5/49255_front.jpg,
357,9143,NES,Incredible Crash Dummies,Action & Adventure,http://img2.game-oldies.com/sites/default/files/packshots/nintendo-nes/incredible-crash-dummies-the-usa.png,
358,12270,NES,Indiana Jones and the Last Crusade,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/e0/Indiana_Jones_and_the_Last_Crusade_%281991%29_Coverart.png/220px-Indiana_Jones_and_the_Last_Crusade_%281991%29_Coverart.png,
359,30748,NES,Indiana Jones and the Last Crusade [Ubisoft],Action & Adventure,https://vignette.wikia.nocookie.net/nintendo/images/9/97/Indiana_Jones_and_the_Last_Crusade_%28Ubisoft%29_%28NES%29_%28NA%29.jpg/revision/latest?cb=20130630234332&path-prefix=en,
360,12271,NES,Indiana Jones and the Temple of Doom,Action & Adventure,https://www.mobygames.com/images/covers/l/73741-indiana-jones-and-the-temple-of-doom-commodore-64-front-cover.jpg,
361,39513,NES,Indiana Jones and the Temple of Doom [Tengen],Action & Adventure,https://www.mobygames.com/images/covers/l/15589-indiana-jones-and-the-temple-of-doom-nes-front-cover.jpg,
362,12272,NES,Infiltrator,Action & Adventure,https://i.pinimg.com/originals/d7/ba/48/d7ba4871e835e011855b019f7f2ba5c9.jpg,
363,12274,NES,Iron Sword Wizards and Warriors II,RPG,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Ironsword_cover.png/220px-Ironsword_cover.png,
364,12273,NES,Iron Tank,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Iron_tank_cover_nes.jpg/220px-Iron_tank_cover_nes.jpg,
365,12275,NES,Isolated Warrior,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Isolated_Warrior_Cover.png/220px-Isolated_Warrior_Cover.png,
366,9155,NES,Jack Nicklaus Golf,Sports,https://www.mobygames.com/images/covers/l/17146-jack-nicklaus-greatest-18-holes-of-major-championship-golf-nes-front-cover.jpg,
367,12276,NES,Jackal,Action & Adventure,https://www.mobygames.com/images/covers/l/78560-jackal-nes-front-cover.jpg,
368,12277,NES,Jackie Chan's Action Kung Fu,Action & Adventure,https://www.mobygames.com/images/covers/l/56227-jackie-chan-s-action-kung-fu-nes-front-cover.jpg,
369,9161,NES,James Bond Jr,Action & Adventure,https://i0.wp.com/www.nintendology.com/wp-content/uploads/2017/04/James-Bond-Jr-NES-Box-Art.jpg?fit=540%2C739&ssl=1,
370,12278,NES,Jaws,Action & Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Jaws_%28NES%29.jpg/220px-Jaws_%28NES%29.jpg,
